Date,App,Valor
7/25/2026,BlaBlaCar,99.12
12/3/2025,BlaBlaCar,96.41
6/14/2026,Uber,17.35
2/22/2026,Uber,23.62
6/20/2026,BlaBlaCar,34.28
4/12/2026,Uber,73.19
5/4/2026,Uber,75.67
3/10/2026,BlaBlaCar,81.82
1/18/2026,Uber,30.13
3/3/2026,BlaBlaCar,40.7
5/13/2026,BlaBlaCar,58.2
12/8/2025,Uber,94.12
9/5/2025,Uber,77.97
7/25/2026,Uber,94.79
8/16/2026,BlaBlaCar,41.9
2/26/2026,BlaBlaCar,35.08
1/29/2026,BlaBlaCar,58.78
9/15/2025,BlaBlaCar,15.62
7/16/2026,BlaBlaCar,82.97
5/15/2026,BlaBlaCar,28.93
1/10/2026,Uber,80.42
5/30/2026,BlaBlaCar,32.73
5/8/2026,Uber,38.21
6/2/2026,BlaBlaCar,66.12
5/23/2026,Uber,16.79
2/2/2026,Uber,49.99
1/1/2026,Uber,39.27
4/5/2026,Uber,86.07
2/4/2026,Uber,20.61
9/17/2025,BlaBlaCar,98.26
7/31/2026,BlaBlaCar,21.16
6/19/2026,Uber,41.76
12/19/2025,Uber,46.41
11/12/2025,Uber,58.51
10/24/2025,BlaBlaCar,52.39
3/10/2026,Uber,97.38
2/27/2026,BlaBlaCar,66.77
11/27/2025,Uber,69.99
4/4/2026,BlaBlaCar,42.46
11/19/2025,BlaBlaCar,83.71
6/19/2026,Uber,23.84
6/3/2026,Uber,29.33
1/9/2026,Uber,44.54
3/24/2026,Uber,31.29
2/23/2026,BlaBlaCar,25.61
3/27/2026,BlaBlaCar,47.46
6/19/2026,BlaBlaCar,92.56
7/11/2026,Uber,71.79
3/4/2026,Uber,20.6
10/22/2025,Uber,69.18
7/25/2026,Uber,55.88
3/25/2026,Uber,77.32
5/21/2026,BlaBlaCar,60.42
9/27/2025,Uber,99.54
6/5/2026,Uber,50.6
11/5/2025,Uber,96.02
10/17/2025,Uber,85.13
7/13/2026,BlaBlaCar,52.65
9/5/2025,Uber,18.61
11/18/2025,BlaBlaCar,69.22
9/10/2025,BlaBlaCar,44.14
9/10/2025,BlaBlaCar,97.45
4/24/2026,BlaBlaCar,28.16
12/28/2025,BlaBlaCar,91.9
11/30/2025,Uber,36.11
6/30/2026,BlaBlaCar,24.64
5/5/2026,BlaBlaCar,22.32
7/26/2026,Uber,16.95
12/2/2025,Uber,80.68
12/18/2025,Uber,97.22
5/12/2026,Uber,50.13
7/29/2026,BlaBlaCar,82.9
11/17/2025,BlaBlaCar,17.7
5/5/2026,BlaBlaCar,23.65
9/10/2025,BlaBlaCar,22.92
7/26/2026,BlaBlaCar,15.47
7/6/2026,BlaBlaCar,71.56
12/23/2025,Uber,24.09
7/6/2026,Uber,98.39
2/12/2026,BlaBlaCar,49.32
12/9/2025,Uber,79.94
6/5/2026,Uber,70.49
4/15/2026,Uber,36.61
4/30/2026,BlaBlaCar,82.49
8/21/2026,Uber,68.82
7/1/2026,Uber,51.94
7/27/2026,BlaBlaCar,20.29
11/8/2025,Uber,33.16
12/30/2025,BlaBlaCar,45.97
3/6/2026,Uber,64.34
2/12/2026,Uber,41.59
9/22/2025,BlaBlaCar,98.83
5/28/2026,BlaBlaCar,36.7
9/27/2025,BlaBlaCar,21.67
9/4/2025,Uber,45.95
1/5/2026,Uber,51.45
3/12/2026,BlaBlaCar,26.03
3/27/2026,Uber,44.36
3/2/2026,BlaBlaCar,75.53
9/9/2025,Uber,86.51
2/25/2026,Uber,25.45
1/26/2026,Uber,38.99
9/14/2025,BlaBlaCar,18.0
10/12/2025,Uber,19.83
9/22/2025,Uber,54.13
7/28/2026,BlaBlaCar,73.61
12/5/2025,BlaBlaCar,36.48
9/26/2025,BlaBlaCar,25.46
10/27/2025,BlaBlaCar,43.74
7/3/2026,BlaBlaCar,78.68
8/19/2026,BlaBlaCar,40.09
1/24/2026,Uber,81.75
8/17/2026,Uber,34.08
3/5/2026,Uber,42.84
9/23/2025,Uber,16.17
3/10/2026,Uber,64.54
2/14/2026,Uber,25.44
9/21/2025,Uber,62.22
1/4/2026,BlaBlaCar,70.93
8/13/2026,BlaBlaCar,71.98
12/6/2025,BlaBlaCar,58.03
9/25/2025,BlaBlaCar,68.82
1/30/2026,Uber,48.5
10/11/2025,Uber,44.2
6/24/2026,BlaBlaCar,92.83
1/20/2026,Uber,24.62
7/21/2026,Uber,79.19
1/24/2026,BlaBlaCar,43.85
7/31/2026,BlaBlaCar,19.72
3/17/2026,Uber,46.08
6/2/2026,Uber,49.58
9/10/2025,BlaBlaCar,47.55
1/22/2026,Uber,49.9
4/21/2026,Uber,40.5
12/13/2025,BlaBlaCar,93.09
6/24/2026,BlaBlaCar,42.03
8/12/2026,Uber,89.49
12/4/2025,Uber,38.06
9/13/2025,Uber,26.28
6/7/2026,Uber,84.75
9/19/2025,Uber,40.78
1/29/2026,BlaBlaCar,74.97
4/27/2026,Uber,90.74
10/16/2025,Uber,24.16
11/30/2025,BlaBlaCar,37.51
2/10/2026,BlaBlaCar,15.86
8/5/2026,BlaBlaCar,17.07
10/17/2025,Uber,95.12
10/18/2025,Uber,56.81
3/19/2026,Uber,40.41
10/18/2025,Uber,94.85
6/12/2026,BlaBlaCar,92.63
8/30/2026,Uber,29.91
5/15/2026,Uber,59.16
1/20/2026,Uber,81.91
10/6/2025,Uber,66.14
9/12/2025,BlaBlaCar,78.84
12/6/2025,BlaBlaCar,27.36
1/12/2026,BlaBlaCar,53.4
5/1/2026,BlaBlaCar,35.03
3/27/2026,BlaBlaCar,65.32
11/21/2025,BlaBlaCar,95.28
2/24/2026,BlaBlaCar,83.59
9/16/2025,BlaBlaCar,26.46
12/16/2025,BlaBlaCar,58.64
12/21/2025,BlaBlaCar,76.86
8/14/2026,Uber,70.33
12/29/2025,Uber,89.82
4/12/2026,BlaBlaCar,47.94
2/26/2026,Uber,87.44
5/31/2026,BlaBlaCar,75.43
1/1/2026,BlaBlaCar,18.87
9/12/2025,BlaBlaCar,94.37
7/10/2026,BlaBlaCar,46.48
7/28/2026,Uber,64.76
6/26/2026,Uber,22.22
11/30/2025,Uber,76.06
7/12/2026,BlaBlaCar,58.11
9/27/2025,BlaBlaCar,95.88
9/26/2025,BlaBlaCar,96.45
5/2/2026,BlaBlaCar,36.53
2/19/2026,Uber,66.47
3/19/2026,BlaBlaCar,31.65
8/30/2026,BlaBlaCar,37.53
11/8/2025,Uber,35.54
1/17/2026,BlaBlaCar,92.29
5/14/2026,BlaBlaCar,95.48
11/9/2025,Uber,64.67
5/11/2026,Uber,44.16
4/1/2026,Uber,79.1
2/17/2026,BlaBlaCar,88.09
10/31/2025,BlaBlaCar,57.17
11/1/2025,Uber,28.07
3/25/2026,BlaBlaCar,88.54
4/22/2026,Uber,29.19
8/16/2026,Uber,79.28
4/16/2026,BlaBlaCar,43.06
9/7/2025,BlaBlaCar,80.1
4/30/2026,BlaBlaCar,66.54
7/11/2026,Uber,61.72
5/19/2026,BlaBlaCar,77.42
7/26/2026,Uber,24.15
3/17/2026,Uber,25.99
2/3/2026,Uber,89.92
9/30/2025,Uber,31.31
